Account  ↑,APHIS Registration Number,State,Fiscal Year,Animal,"COLUMN B: HELD, NOT USED",COLUMN C: USED NO PAIN,COLUMN D: USED PAIN MINIMIZED,COLUMN E: PAIN NOT MINIMIZED
,23-R-0020,Pennsylvania (PA),2019,Other Animals,0,0,0,0
Synchrony Labs LLC,55-R-0148,North Carolina (NC),2019,Dogs,4,0,113,0
,55-R-0148,North Carolina (NC),2019,Cats,0,0,0,0
,55-R-0148,North Carolina (NC),2019,Guinea Pigs,0,0,0,0
,55-R-0148,North Carolina (NC),2019,Hamsters,0,0,0,0
,55-R-0148,North Carolina (NC),2019,Rabbits,0,0,26,0
,55-R-0148,North Carolina (NC),2019,Non-Human Primates,0,0,0,0
,55-R-0148,North Carolina (NC),2019,Sheep,0,0,6,0
,55-R-0148,North Carolina (NC),2019,Pigs,22,0,829,0
,55-R-0148,North Carolina (NC),2019,Other Animals,0,0,0,0
SYRACUSE UNIVERSITY,21-R-0128,New York (NY),2019,Dogs,0,0,0,0
,21-R-0128,New York (NY),2019,Cats,0,0,0,0
,21-R-0128,New York (NY),2019,Guinea Pigs,0,0,0,0
,21-R-0128,New York (NY),2019,Hamsters,0,0,0,0
,21-R-0128,New York (NY),2019,Rabbits,0,0,0,0
,21-R-0128,New York (NY),2019,Non-Human Primates,0,0,0,0
,21-R-0128,New York (NY),2019,Sheep,0,0,0,0
,21-R-0128,New York (NY),2019,Pigs,0,0,0,0
,21-R-0128,New York (NY),2019,Other Animals,0,0,0,0
Tactical Medicine Research and Training L L C,88-R-0008,Florida (FL),2019,Dogs,0,0,0,0
,88-R-0008,Florida (FL),2019,Cats,0,0,0,0
,88-R-0008,Florida (FL),2019,Guinea Pigs,0,0,0,0
,88-R-0008,Florida (FL),2019,Hamsters,0,0,0,0
,88-R-0008,Florida (FL),2019,Rabbits,0,0,0,0
,88-R-0008,Florida (FL),2019,Non-Human Primates,0,0,0,0
,88-R-0008,Florida (FL),2019,Sheep,0,0,0,0
,88-R-0008,Florida (FL),2019,Pigs,0,0,8,0
,88-R-0008,Florida (FL),2019,Other Animals,0,0,0,0
Tarleton State University,74-R-0221,Texas (TX),2019,Dogs,,,,
,74-R-0221,Texas (TX),2019,Cats,,,,
,74-R-0221,Texas (TX),2019,Guinea Pigs,,,,
,74-R-0221,Texas (TX),2019,Hamsters,,,,
,74-R-0221,Texas (TX),2019,Rabbits,,,,
,74-R-0221,Texas (TX),2019,Non-Human Primates,,,,
,74-R-0221,Texas (TX),2019,Sheep,,,,
,74-R-0221,Texas (TX),2019,Pigs,,,,
,74-R-0221,Texas (TX),2019,Other Animals,,,,
TEMPLAR MEDICAL LLC,52-R-0134,Virginia (VA),2019,Dogs,,,,
,52-R-0134,Virginia (VA),2019,Cats,,,,
,52-R-0134,Virginia (VA),2019,Guinea Pigs,,,,
,52-R-0134,Virginia (VA),2019,Hamsters,,,,
,52-R-0134,Virginia (VA),2019,Rabbits,,,,
,52-R-0134,Virginia (VA),2019,Non-Human Primates,,,,
,52-R-0134,Virginia (VA),2019,Sheep,,,,
,52-R-0134,Virginia (VA),2019,Pigs,0,0,9,0
,52-R-0134,Virginia (VA),2019,Other Animals,0,0,0,0
TEMPLE UNIVERSITY,23-R-0027,Pennsylvania (PA),2019,Dogs,0,0,83,0
,23-R-0027,Pennsylvania (PA),2019,Cats,0,0,60,0
,23-R-0027,Pennsylvania (PA),2019,Guinea Pigs,,,,
,23-R-0027,Pennsylvania (PA),2019,Hamsters,,,,
,23-R-0027,Pennsylvania (PA),2019,Rabbits,,,,
,23-R-0027,Pennsylvania (PA),2019,Non-Human Primates,,,,
,23-R-0027,Pennsylvania (PA),2019,Sheep,0,0,6,0
,23-R-0027,Pennsylvania (PA),2019,Pigs,0,0,48,0
,23-R-0027,Pennsylvania (PA),2019,Other Animals,0,509,78,0
,23-R-0027,Pennsylvania (PA),2019,Bat,0,509,78,0
TENNESSEE VALLEY HEALTHCARE SYSTEM,63-V-0002,Tennessee (TN),2019,Dogs,0,0,0,0
,63-V-0002,Tennessee (TN),2019,Cats,0,0,0,0
,63-V-0002,Tennessee (TN),2019,Guinea Pigs,0,0,0,0
,63-V-0002,Tennessee (TN),2019,Hamsters,0,0,0,0
,63-V-0002,Tennessee (TN),2019,Rabbits,0,0,0,0
,63-V-0002,Tennessee (TN),2019,Non-Human Primates,0,0,0,0
,63-V-0002,Tennessee (TN),2019,Sheep,0,0,0,0
,63-V-0002,Tennessee (TN),2019,Pigs,0,0,0,0
,63-V-0002,Tennessee (TN),2019,Other Animals,0,0,0,0
,,Texas (TX),2019,Cats,1,1,1,1
,,Texas (TX),2019,Guinea Pigs,,,,
,,Texas (TX),2019,Hamsters,,,,
,,Texas (TX),2019,Rabbits,,,,
,,Texas (TX),2019,Non-Human Primates,,,,
,,Texas (TX),2019,Sheep,,,,
,,Texas (TX),2019,Pigs,,,,
,,Texas (TX),2019,Other Animals,0,0,0,0
TEXAS A&M UNIV. HEALTH SCIENCE CENTER,74-R-0039,Texas (TX),2019,Dogs,0,0,15,0
,74-R-0039,Texas (TX),2019,Cats,,,,
,74-R-0039,Texas (TX),2019,Guinea Pigs,0,10,0,0
,74-R-0039,Texas (TX),2019,Hamsters,32,24,14,10
,74-R-0039,Texas (TX),2019,Rabbits,0,12,0,0
,74-R-0039,Texas (TX),2019,Non-Human Primates,,,,
,74-R-0039,Texas (TX),2019,Sheep,,,,
,74-R-0039,Texas (TX),2019,Pigs,,,,
,74-R-0039,Texas (TX),2019,Other Animals,0,0,0,0
Texas A & M University,74-R-0012,Texas (TX),2019,Dogs,0,101,240,0
,74-R-0012,Texas (TX),2019,Cats,6,34,6,0
,74-R-0012,Texas (TX),2019,Guinea Pigs,0,45,26,27
,74-R-0012,Texas (TX),2019,Hamsters,0,0,0,70
,74-R-0012,Texas (TX),2019,Rabbits,0,0,45,10
,74-R-0012,Texas (TX),2019,Non-Human Primates,,,,
,74-R-0012,Texas (TX),2019,Sheep,0,63,30,0
,74-R-0012,Texas (TX),2019,Pigs,250,8,171,24
,74-R-0012,Texas (TX),2019,Other Animals,29,494,413,0
,74-R-0012,Texas (TX),2019,Cattle / Cow / Ox / Watusi,0,155,32,0
,74-R-0012,Texas (TX),2019,Bat,18,0,39,0
,74-R-0012,Texas (TX),2019,White-tailed Deer,4,12,0,0
,74-R-0012,Texas (TX),2019,Grey short-tailed opossum,0,55,15,0
,74-R-0012,Texas (TX),2019,Fallow deer,1,0,0,0
,74-R-0012,Texas (TX),2019,Serval,1,0,0,0
,74-R-0012,Texas (TX),2019,Ring-tailed lemur,1,0,0,0
,74-R-0012,Texas (TX),2019,Llama,2,0,0,0
,74-R-0012,Texas (TX),2019,Goat,2,148,327,0
,74-R-0012,Texas (TX),2019,Domestic Horse,0,124,0,0
Texas A & M University-Commerce,74-R-0218,Texas (TX),2019,Dogs,0,0,0,0
,74-R-0218,Texas (TX),2019,Cats,0,0,0,0
,74-R-0218,Texas (TX),2019,Guinea Pigs,0,0,0,0
,74-R-0218,Texas (TX),2019,Hamsters,0,0,0,0
,74-R-0218,Texas (TX),2019,Rabbits,0,0,0,0
,74-R-0218,Texas (TX),2019,Non-Human Primates,0,0,0,0
,74-R-0218,Texas (TX),2019,Sheep,15,0,0,0
,74-R-0218,Texas (TX),2019,Pigs,0,15,0,0
,74-R-0218,Texas (TX),2019,Other Animals,0,0,0,0
Texas A & M University-Kingsville,74-R-0094,Texas (TX),2019,Dogs,0,0,16,0
,74-R-0094,Texas (TX),2019,Cats,0,0,20,0
,74-R-0094,Texas (TX),2019,Guinea Pigs,,,,
,74-R-0094,Texas (TX),2019,Hamsters,,,,
,74-R-0094,Texas (TX),2019,Rabbits,,,,
,74-R-0094,Texas (TX),2019,Non-Human Primates,,,,
,74-R-0094,Texas (TX),2019,Sheep,0,0,12,0
,74-R-0094,Texas (TX),2019,Pigs,0,0,8,0
,74-R-0094,Texas (TX),2019,Other Animals,32,483,56,0
,74-R-0094,Texas (TX),2019,Cattle / Cow / Ox / Watusi,16,9,32,0
,74-R-0094,Texas (TX),2019,Goat,0,0,12,0
,74-R-0094,Texas (TX),2019,Domestic Horse,0,0,12,0
,74-R-0094,Texas (TX),2019,Nilgai,16,19,0,0
,74-R-0094,Texas (TX),2019,White-tailed Deer,0,455,0,0
Texas Biomedical Research Institute,74-R-0003,Texas (TX),2019,Dogs,,,,
,74-R-0003,Texas (TX),2019,Cats,,,,
,74-R-0003,Texas (TX),2019,Guinea Pigs,,,,
,74-R-0003,Texas (TX),2019,Hamsters,0,20,170,0
,74-R-0003,Texas (TX),2019,Rabbits,,,,
,74-R-0003,Texas (TX),2019,Non-Human Primates,2257,301,267,95
,74-R-0003,Texas (TX),2019,Sheep,,,,
,74-R-0003,Texas (TX),2019,Pigs,,,,
,74-R-0003,Texas (TX),2019,Other Animals,0,0,0,0
Texas Christian University,74-R-0046,Texas (TX),2019,Dogs,0,0,0,0
,74-R-0046,Texas (TX),2019,Cats,0,0,0,0
,74-R-0046,Texas (TX),2019,Guinea Pigs,0,0,0,0
,74-R-0046,Texas (TX),2019,Hamsters,0,0,0,0
,74-R-0046,Texas (TX),2019,Rabbits,0,0,0,0
,74-R-0046,Texas (TX),2019,Non-Human Primates,0,0,0,0
,74-R-0046,Texas (TX),2019,Sheep,0,0,0,0
,74-R-0046,Texas (TX),2019,Pigs,0,0,0,0
,74-R-0046,Texas (TX),2019,Other Animals,0,69,0,0
,74-R-0046,Texas (TX),2019,Bat,0,69,0,0
TEXAS HEART INSTITUTE,74-R-0037,Texas (TX),2019,Dogs,,,,
,74-R-0037,Texas (TX),2019,Cats,,,,
,74-R-0037,Texas (TX),2019,Guinea Pigs,,,,
,74-R-0037,Texas (TX),2019,Hamsters,,,,
,74-R-0037,Texas (TX),2019,Rabbits,0,0,90,0
,74-R-0037,Texas (TX),2019,Non-Human Primates,,,,
,74-R-0037,Texas (TX),2019,Sheep,0,0,37,0
,74-R-0037,Texas (TX),2019,Pigs,2,0,118,0
,74-R-0037,Texas (TX),2019,Other Animals,2,0,16,0
,74-R-0037,Texas (TX),2019,Bovine,2,0,16,0
Texas Parks & Wildlife Department,74-R-0146,Texas (TX),2019,Dogs,,,,
,74-R-0146,Texas (TX),2019,Cats,,,,
,74-R-0146,Texas (TX),2019,Guinea Pigs,,,,
,74-R-0146,Texas (TX),2019,Hamsters,,,,
,74-R-0146,Texas (TX),2019,Rabbits,,,,
,74-R-0146,Texas (TX),2019,Non-Human Primates,,,,
,74-R-0146,Texas (TX),2019,Sheep,,,,
,74-R-0146,Texas (TX),2019,Pigs,,,,
,74-R-0146,Texas (TX),2019,Other Animals,69,181,0,204
,74-R-0146,Texas (TX),2019,White-tailed deer,0,181,0,0
,74-R-0146,Texas (TX),2019,Wild boar,69,0,0,204
Texas State University,74-R-0048,Texas (TX),2019,Dogs,,,,
,74-R-0048,Texas (TX),2019,Cats,,,,
,74-R-0048,Texas (TX),2019,Guinea Pigs,,,,
,74-R-0048,Texas (TX),2019,Hamsters,,,,
,74-R-0048,Texas (TX),2019,Rabbits,,,,
,74-R-0048,Texas (TX),2019,Non-Human Primates,,,,
,74-R-0048,Texas (TX),2019,Sheep,,,,
,74-R-0048,Texas (TX),2019,Pigs,,,,
,74-R-0048,Texas (TX),2019,Other Animals,,,,
Texas Tech University,74-R-0108,Texas (TX),2019,Dogs,0,15,4,0
,74-R-0108,Texas (TX),2019,Cats,0,0,0,0
,74-R-0108,Texas (TX),2019,Guinea Pigs,0,0,0,0
,74-R-0108,Texas (TX),2019,Hamsters,0,0,0,0
,74-R-0108,Texas (TX),2019,Rabbits,0,0,0,0
,74-R-0108,Texas (TX),2019,Non-Human Primates,0,0,0,0
,74-R-0108,Texas (TX),2019,Sheep,0,0,0,0
,74-R-0108,Texas (TX),2019,Pigs,0,8,0,32
,74-R-0108,Texas (TX),2019,Other Animals,30,4,0,0
,74-R-0108,Texas (TX),2019,Cattle / Cow / Ox / Watusi,0,4,0,0
,74-R-0108,Texas (TX),2019,White-tailed Deer,30,0,0,0
,74-R-0108,Texas (TX),2019,Bat,0,0,0,98
Texas Tech University H S C,74-R-0050,Texas (TX),2019,Dogs,0,0,0,0
,74-R-0050,Texas (TX),2019,Cats,0,0,0,0
,74-R-0050,Texas (TX),2019,Guinea Pigs,0,0,0,0
,74-R-0050,Texas (TX),2019,Hamsters,0,0,9,0
,74-R-0050,Texas (TX),2019,Rabbits,0,0,0,0
,74-R-0050,Texas (TX),2019,Non-Human Primates,0,0,0,0
,74-R-0050,Texas (TX),2019,Sheep,0,0,0,0
,74-R-0050,Texas (TX),2019,Pigs,0,0,17,0
,74-R-0050,Texas (TX),2019,Other Animals,0,0,0,0
Texas Vet Lab Inc.,74-R-0217,Texas (TX),2019,Dogs,0,0,0,0
,74-R-0217,Texas (TX),2019,Cats,0,0,0,0
,74-R-0217,Texas (TX),2019,Guinea Pigs,0,0,0,2
,74-R-0217,Texas (TX),2019,Hamsters,0,0,0,0
,74-R-0217,Texas (TX),2019,Rabbits,0,0,0,0
,74-R-0217,Texas (TX),2019,Non-Human Primates,0,0,0,0
,74-R-0217,Texas (TX),2019,Sheep,0,0,0,0
,74-R-0217,Texas (TX),2019,Pigs,0,0,0,0
,74-R-0217,Texas (TX),2019,Other Animals,0,0,0,0
TEXAS WOMANS UNIVERSITY,74-R-0040,Texas (TX),2019,Dogs,0,0,0,0
,74-R-0040,Texas (TX),2019,Cats,0,0,0,0
,74-R-0040,Texas (TX),2019,Guinea Pigs,0,0,0,0
,74-R-0040,Texas (TX),2019,Hamsters,0,0,0,0
,74-R-0040,Texas (TX),2019,Rabbits,0,0,0,0
,74-R-0040,Texas (TX),2019,Non-Human Primates,0,0,0,0
,74-R-0040,Texas (TX),2019,Sheep,0,0,0,0
,74-R-0040,Texas (TX),2019,Pigs,0,0,0,0
,74-R-0040,Texas (TX),2019,Other Animals,0,0,0,0
The Austin Savanna  L L C,74-R-0204,Texas (TX),2019,Dogs,0,0,0,0
,74-R-0204,Texas (TX),2019,Cats,0,0,0,0
,74-R-0204,Texas (TX),2019,Guinea Pigs,0,0,0,0
,74-R-0204,Texas (TX),2019,Hamsters,0,0,0,0
,74-R-0204,Texas (TX),2019,Rabbits,0,0,0,0
,74-R-0204,Texas (TX),2019,Non-Human Primates,0,3,0,0
,74-R-0204,Texas (TX),2019,Sheep,0,0,0,0
,74-R-0204,Texas (TX),2019,Pigs,0,0,0,0
,74-R-0204,Texas (TX),2019,Other Animals,0,2,0,0
,74-R-0204,Texas (TX),2019,Black rhinoceros,0,1,0,0
,74-R-0204,Texas (TX),2019,Fossa,0,1,0,0
THE BINDING SITE VT INC,13-R-0011,Vermont (VT),2019,Dogs,,,,
,13-R-0011,Vermont (VT),2019,Cats,,,,
,13-R-0011,Vermont (VT),2019,Guinea Pigs,,,,
,13-R-0011,Vermont (VT),2019,Hamsters,,,,
,13-R-0011,Vermont (VT),2019,Rabbits,,,,
,13-R-0011,Vermont (VT),2019,Non-Human Primates,,,,
,13-R-0011,Vermont (VT),2019,Sheep,0,191,2955,0
,13-R-0011,Vermont (VT),2019,Pigs,,,,
,13-R-0011,Vermont (VT),2019,Other Animals,5,0,1,0
,13-R-0011,Vermont (VT),2019,Donkey / Burro / Ass,5,0,1,0
THE BROAD INSTITUTE,14-R-0211,Massachusetts (MA),2019,Dogs,,,,
,14-R-0211,Massachusetts (MA),2019,Cats,,,,
,14-R-0211,Massachusetts (MA),2019,Guinea Pigs,,,,
,14-R-0211,Massachusetts (MA),2019,Hamsters,,,,
,14-R-0211,Massachusetts (MA),2019,Rabbits,,,,
,14-R-0211,Massachusetts (MA),2019,Non-Human Primates,77,6,8,0
,14-R-0211,Massachusetts (MA),2019,Sheep,,,,
,14-R-0211,Massachusetts (MA),2019,Pigs,,,,
,14-R-0211,Massachusetts (MA),2019,Other Animals,0,0,0,0
The California Medical Innovations Institute Inc.,93-R-0563,California (CA),2019,Dogs,0,0,6,0
,93-R-0563,California (CA),2019,Cats,0,0,0,0
,93-R-0563,California (CA),2019,Guinea Pigs,0,0,0,0
,93-R-0563,California (CA),2019,Hamsters,0,0,0,0
,93-R-0563,California (CA),2019,Rabbits,0,0,0,0
,93-R-0563,California (CA),2019,Non-Human Primates,0,0,0,0
,93-R-0563,California (CA),2019,Sheep,0,0,0,0
,93-R-0563,California (CA),2019,Pigs,0,0,93,0
,93-R-0563,California (CA),2019,Other Animals,0,0,0,0
The Corporation of Haverford College,23-R-0183,Pennsylvania (PA),2019,Dogs,0,0,0,0
,23-R-0183,Pennsylvania (PA),2019,Cats,0,0,0,0
,23-R-0183,Pennsylvania (PA),2019,Guinea Pigs,0,0,0,0
,23-R-0183,Pennsylvania (PA),2019,Hamsters,0,18,70,0
,23-R-0183,Pennsylvania (PA),2019,Rabbits,0,0,0,0
,23-R-0183,Pennsylvania (PA),2019,Non-Human Primates,0,0,0,0
,23-R-0183,Pennsylvania (PA),2019,Sheep,0,0,0,0
,23-R-0183,Pennsylvania (PA),2019,Pigs,0,0,0,0
,23-R-0183,Pennsylvania (PA),2019,Other Animals,0,0,0,0
THE C T AGRICULTURE EXPERIMENT STATION,16-R-0039,Connecticut (CT),2019,Dogs,0,0,0,0
,16-R-0039,Connecticut (CT),2019,Cats,0,0,0,0
,16-R-0039,Connecticut (CT),2019,Guinea Pigs,1,1,0,0
,16-R-0039,Connecticut (CT),2019,Hamsters,0,0,0,0
,16-R-0039,Connecticut (CT),2019,Rabbits,2,1,0,0
,16-R-0039,Connecticut (CT),2019,Non-Human Primates,0,0,0,0
,16-R-0039,Connecticut (CT),2019,Sheep,0,0,0,0
,16-R-0039,Connecticut (CT),2019,Pigs,0,0,0,0
,16-R-0039,Connecticut (CT),2019,Other Animals,26,12,219,0
,16-R-0039,Connecticut (CT),2019,White-footed mouse,26,12,219,0
THE GEORGE WASHINGTON UNIVERSITY,10-R-0005,District of Columbia (DC),2019,Dogs,0,5,20,0
,10-R-0005,District of Columbia (DC),2019,Cats,,,,
,10-R-0005,District of Columbia (DC),2019,Guinea Pigs,,,,
,10-R-0005,District of Columbia (DC),2019,Hamsters,6,15,0,0
,10-R-0005,District of Columbia (DC),2019,Rabbits,0,1,1,0
,10-R-0005,District of Columbia (DC),2019,Non-Human Primates,,,,
,10-R-0005,District of Columbia (DC),2019,Sheep,,,,
,10-R-0005,District of Columbia (DC),2019,Pigs,0,0,28,0
,10-R-0005,District of Columbia (DC),2019,Other Animals,0,0,0,0
THE MANNHEIMER FOUNDATION INC,58-R-0021,Florida (FL),2019,Dogs,0,0,0,0
,58-R-0021,Florida (FL),2019,Cats,0,0,0,0
,58-R-0021,Florida (FL),2019,Guinea Pigs,0,0,0,0
,58-R-0021,Florida (FL),2019,Hamsters,0,0,0,0
,58-R-0021,Florida (FL),2019,Rabbits,0,0,0,0
,58-R-0021,Florida (FL),2019,Non-Human Primates,4067,393,100,0
,58-R-0021,Florida (FL),2019,Sheep,0,0,0,0
,58-R-0021,Florida (FL),2019,Pigs,0,0,0,0
,58-R-0021,Florida (FL),2019,Other Animals,0,0,0,0
The Marine Mammal Center,93-R-0475,California (CA),2019,Dogs,0,0,0,0
,93-R-0475,California (CA),2019,Cats,0,0,0,0
,93-R-0475,California (CA),2019,Guinea Pigs,0,0,0,0
,93-R-0475,California (CA),2019,Hamsters,0,0,0,0
,93-R-0475,California (CA),2019,Rabbits,0,0,0,0
,93-R-0475,California (CA),2019,Non-Human Primates,0,0,0,0
,93-R-0475,California (CA),2019,Sheep,0,0,0,0
,93-R-0475,California (CA),2019,Pigs,0,0,0,0
,93-R-0475,California (CA),2019,Other Animals,0,49,0,0
,93-R-0475,California (CA),2019,California sea lion,0,39,0,0
,93-R-0475,California (CA),2019,Northern elephant seal,0,10,0,0
THE METHODIST HOSPITAL RESEARCH INSTITUTE,74-R-0226,Texas (TX),2019,Dogs,2,0,7,0
,74-R-0226,Texas (TX),2019,Cats,0,0,0,0
,74-R-0226,Texas (TX),2019,Guinea Pigs,0,0,0,0
,74-R-0226,Texas (TX),2019,Hamsters,0,0,0,0
,74-R-0226,Texas (TX),2019,Rabbits,18,0,26,0
,74-R-0226,Texas (TX),2019,Non-Human Primates,0,0,31,0
,74-R-0226,Texas (TX),2019,Sheep,0,0,0,0
,74-R-0226,Texas (TX),2019,Pigs,8,0,118,0
,74-R-0226,Texas (TX),2019,Other Animals,0,0,0,0
THE NEMOURS FOUNDATION,50-R-0009,Delaware (DE),2019,Dogs,0,0,0,0
,50-R-0009,Delaware (DE),2019,Cats,0,0,0,0
,50-R-0009,Delaware (DE),2019,Guinea Pigs,0,0,0,0
,50-R-0009,Delaware (DE),2019,Hamsters,0,0,0,0
,50-R-0009,Delaware (DE),2019,Rabbits,0,0,43,0
,50-R-0009,Delaware (DE),2019,Non-Human Primates,0,0,0,0
,50-R-0009,Delaware (DE),2019,Sheep,0,0,0,0
,50-R-0009,Delaware (DE),2019,Pigs,0,0,17,0
,50-R-0009,Delaware (DE),2019,Other Animals,0,0,0,0
THE OHIO STATE UNIVERSITY,31-R-0014,Ohio (OH),2019,Dogs,0,0,50,0
,31-R-0014,Ohio (OH),2019,Cats,,,,
,31-R-0014,Ohio (OH),2019,Guinea Pigs,0,0,100,0
,31-R-0014,Ohio (OH),2019,Hamsters,0,0,24,0
,31-R-0014,Ohio (OH),2019,Rabbits,0,0,24,0
,31-R-0014,Ohio (OH),2019,Non-Human Primates,,,,
,31-R-0014,Ohio (OH),2019,Sheep,0,0,10,0
,31-R-0014,Ohio (OH),2019,Pigs,0,0,658,0
,31-R-0014,Ohio (OH),2019,Other Animals,0,0,1236,0
,31-R-0014,Ohio (OH),2019,Alpaca,0,0,20,0
,31-R-0014,Ohio (OH),2019,Cattle / Cow / Ox / Watusi,0,0,157,0
,31-R-0014,Ohio (OH),2019,Goat,0,0,3,0
,31-R-0014,Ohio (OH),2019,Domestic Horse,0,0,99,0
,31-R-0014,Ohio (OH),2019,Domestic Ferret,0,0,18,0
,31-R-0014,Ohio (OH),2019,Coyote,0,0,11,0
,31-R-0014,Ohio (OH),2019,Hispid cotton rat,0,0,916,0
,31-R-0014,Ohio (OH),2019,Ground Squirrels,0,0,12,0
THERAVANCE BIOPHARMA US INC.,93-R-0406,California (CA),2019,Dogs,0,0,0,0
,93-R-0406,California (CA),2019,Cats,0,0,0,0
,93-R-0406,California (CA),2019,Guinea Pigs,0,0,0,0
,93-R-0406,California (CA),2019,Hamsters,0,0,0,0
,93-R-0406,California (CA),2019,Rabbits,0,0,0,0
,93-R-0406,California (CA),2019,Non-Human Primates,0,0,0,0
,93-R-0406,California (CA),2019,Sheep,0,0,0,0
,93-R-0406,California (CA),2019,Pigs,0,0,0,0
,93-R-0406,California (CA),2019,Other Animals,0,0,0,0
THE ROGOSIN INSTITUTE,21-R-0105,New York (NY),2019,Dogs,,,,
,21-R-0105,New York (NY),2019,Cats,,,,
,21-R-0105,New York (NY),2019,Guinea Pigs,,,,
,21-R-0105,New York (NY),2019,Hamsters,,,,
,21-R-0105,New York (NY),2019,Rabbits,,,,
,21-R-0105,New York (NY),2019,Non-Human Primates,,,,
,21-R-0105,New York (NY),2019,Sheep,,,,
,21-R-0105,New York (NY),2019,Pigs,,,,
,21-R-0105,New York (NY),2019,Other Animals,,,,
THE SCHEPENS EYE RESEARCH INSTITUTE,14-R-0010,Massachusetts (MA),2019,Dogs,,,,
,14-R-0010,Massachusetts (MA),2019,Cats,,,,
,14-R-0010,Massachusetts (MA),2019,Guinea Pigs,0,0,16,0
,14-R-0010,Massachusetts (MA),2019,Hamsters,,,,
,14-R-0010,Massachusetts (MA),2019,Rabbits,0,0,86,0
,14-R-0010,Massachusetts (MA),2019,Non-Human Primates,,,,
,14-R-0010,Massachusetts (MA),2019,Sheep,,,,
,14-R-0010,Massachusetts (MA),2019,Pigs,,,,
,14-R-0010,Massachusetts (MA),2019,Other Animals,0,0,0,0
The University of Arizona,86-R-0003,Arizona (AZ),2019,Dogs,0,0,0,0
,86-R-0003,Arizona (AZ),2019,Cats,0,0,0,0
,86-R-0003,Arizona (AZ),2019,Guinea Pigs,0,0,0,0
,86-R-0003,Arizona (AZ),2019,Hamsters,0,20,109,0
,86-R-0003,Arizona (AZ),2019,Rabbits,0,47,0,0
,86-R-0003,Arizona (AZ),2019,Non-Human Primates,0,0,17,0
,86-R-0003,Arizona (AZ),2019,Sheep,0,0,27,0
,86-R-0003,Arizona (AZ),2019,Pigs,0,13,90,0
,86-R-0003,Arizona (AZ),2019,Other Animals,0,4,68,0
,86-R-0003,Arizona (AZ),2019,Cattle / Cow / Ox / Watusi,0,0,68,0
,86-R-0003,Arizona (AZ),2019,Alpaca,0,4,0,0
THE UNIVERSITY OF CHICAGO,33-R-0151,Illinois (IL),2019,Dogs,0,0,19,0
,33-R-0151,Illinois (IL),2019,Cats,0,0,0,0
,33-R-0151,Illinois (IL),2019,Guinea Pigs,0,0,12,0
,33-R-0151,Illinois (IL),2019,Hamsters,0,0,652,0
,33-R-0151,Illinois (IL),2019,Rabbits,0,0,30,0
,33-R-0151,Illinois (IL),2019,Non-Human Primates,0,0,62,0
,33-R-0151,Illinois (IL),2019,Sheep,0,0,4,0
,33-R-0151,Illinois (IL),2019,Pigs,0,0,27,0
,33-R-0151,Illinois (IL),2019,Other Animals,0,0,40,0
,33-R-0151,Illinois (IL),2019,Domestic Ferret,0,0,6,0
,33-R-0151,Illinois (IL),2019,Naked mole-rat,0,0,30,0
,33-R-0151,Illinois (IL),2019,Opossum,0,0,4,0
THE UNIVERSITY OF LOUISIANA-MONROE,72-R-0009,Louisiana (LA),2019,Dogs,0,0,0,0
,72-R-0009,Louisiana (LA),2019,Cats,0,0,0,0
,72-R-0009,Louisiana (LA),2019,Guinea Pigs,0,0,0,0
,72-R-0009,Louisiana (LA),2019,Hamsters,0,0,0,0
,72-R-0009,Louisiana (LA),2019,Rabbits,0,0,0,0
,72-R-0009,Louisiana (LA),2019,Non-Human Primates,0,0,0,0
,72-R-0009,Louisiana (LA),2019,Sheep,0,0,0,0
,72-R-0009,Louisiana (LA),2019,Pigs,0,0,0,0
,72-R-0009,Louisiana (LA),2019,Other Animals,0,0,0,0
THE UNIVERSITY OF TENNESSEE - CHATTANOOGA,63-R-0126,Tennessee (TN),2019,Dogs,0,3,0,0
,63-R-0126,Tennessee (TN),2019,Cats,0,101,0,0
,63-R-0126,Tennessee (TN),2019,Guinea Pigs,,,,
,63-R-0126,Tennessee (TN),2019,Hamsters,,,,
,63-R-0126,Tennessee (TN),2019,Rabbits,,,,
,63-R-0126,Tennessee (TN),2019,Non-Human Primates,0,7,0,0
,63-R-0126,Tennessee (TN),2019,Sheep,,,,
,63-R-0126,Tennessee (TN),2019,Pigs,,,,
,63-R-0126,Tennessee (TN),2019,Other Animals,0,0,0,0
The University of Texas Rio Grande Valley,74-R-0216,Texas (TX),2019,Grey short-tailed opossum,2661,389,350,0
,74-R-0216,Texas (TX),2019,Dogs,0,0,0,0
,74-R-0216,Texas (TX),2019,Cats,0,0,0,0
,74-R-0216,Texas (TX),2019,Guinea Pigs,0,0,0,0
,74-R-0216,Texas (TX),2019,Hamsters,0,0,0,0
,74-R-0216,Texas (TX),2019,Rabbits,0,0,0,0
,74-R-0216,Texas (TX),2019,Non-Human Primates,0,0,0,0
,74-R-0216,Texas (TX),2019,Sheep,0,0,0,0
,74-R-0216,Texas (TX),2019,Pigs,0,0,0,0
,74-R-0216,Texas (TX),2019,Other Animals,2661,389,350,0
THE WISTAR INSTITUTE,23-R-0055,Pennsylvania (PA),2019,Dogs,0,0,0,0
,23-R-0055,Pennsylvania (PA),2019,Cats,0,0,0,0
,23-R-0055,Pennsylvania (PA),2019,Guinea Pigs,0,0,0,0
