estado,total,especie,n_animais,utilizado,dor,droga,exp_vida_anos,maturidade_sexual,tempo_gestacao,peso,custo_man_unidade
CT,518,hamsters,477,sim,sim,não,5,101,18,125,1.16
CT,518,primatas_nao_humanos,26,sim,sim,não,37,1363,166,17319,NA
CT,518,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
CT,518,porcos,0,sim,sim,não,27,334,115,130000,34.97
CT,518,coelhos,2,sim,sim,não,13,730,30,1800,5.96
CT,518,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
DC,274,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
DC,274,gatos,0,sim,sim,não,30,289,65,3900,NA
DC,274,caes,0,sim,sim,não,27,510,63,40000,33.17
DC,274,cavia_p,274,sim,sim,não,12,66,68,728,2.77
DC,274,hamsters,0,sim,sim,não,5,101,18,125,1.16
DC,274,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
DC,274,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
DC,274,porcos,0,sim,sim,não,27,334,115,130000,34.97
DC,274,coelhos,0,sim,sim,não,13,730,30,1800,5.96
DC,274,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
DE,0,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
DE,0,gatos,0,sim,sim,não,30,289,65,3900,NA
DE,0,caes,0,sim,sim,não,27,510,63,40000,33.17
DE,0,cavia_p,0,sim,sim,não,12,66,68,728,2.77
DE,0,hamsters,0,sim,sim,não,5,101,18,125,1.16
DE,0,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
DE,0,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
DE,0,porcos,0,sim,sim,não,27,334,115,130000,34.97
DE,0,coelhos,0,sim,sim,não,13,730,30,1800,5.96
DE,0,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
FL,612,outras_especies,177,sim,sim,não,NA,NA,NA,NA,NA
FL,612,gatos,0,sim,sim,não,30,289,65,3900,NA
FL,612,caes,6,sim,sim,não,27,510,63,40000,33.17
FL,612,cavia_p,418,sim,sim,não,12,66,68,728,2.77
FL,612,hamsters,0,sim,sim,não,5,101,18,125,1.16
FL,612,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
FL,612,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
FL,612,porcos,11,sim,sim,não,27,334,115,130000,34.97
FL,612,coelhos,0,sim,sim,não,13,730,30,1800,5.96
FL,612,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
GA,4790,outras_especies,174,sim,sim,não,NA,NA,NA,NA,NA
GA,4790,gatos,4,sim,sim,não,30,289,65,3900,NA
GA,4790,caes,23,sim,sim,não,27,510,63,40000,33.17
GA,4790,cavia_p,0,sim,sim,não,12,66,68,728,2.77
GA,4790,hamsters,1869,sim,sim,não,5,101,18,125,1.16
GA,4790,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
GA,4790,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
GA,4790,porcos,0,sim,sim,não,27,334,115,130000,34.97
GA,4790,coelhos,2720,sim,sim,não,13,730,30,1800,5.96
GA,4790,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
HI,77,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
HI,77,gatos,0,sim,sim,não,30,289,65,3900,NA
HI,77,caes,0,sim,sim,não,27,510,63,40000,33.17
HI,77,cavia_p,0,sim,sim,não,12,66,68,728,2.77
HI,77,hamsters,77,sim,sim,não,5,101,18,125,1.16
HI,77,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
HI,77,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
HI,77,porcos,0,sim,sim,não,27,334,115,130000,34.97
HI,77,coelhos,0,sim,sim,não,13,730,30,1800,5.96
HI,77,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
IA,5087,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
IA,5087,gatos,0,sim,sim,não,30,289,65,3900,NA
IA,5087,caes,0,sim,sim,não,27,510,63,40000,33.17
IA,5087,cavia_p,80,sim,sim,não,12,66,68,728,2.77
IA,5087,hamsters,4997,sim,sim,não,5,101,18,125,1.16
IA,5087,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
IA,5087,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
IA,5087,porcos,0,sim,sim,não,27,334,115,130000,34.97
IA,5087,coelhos,4,sim,sim,não,13,730,30,1800,5.96
IA,5087,ovelhas,6,sim,sim,não,23,548,146,80000,31.09
ID,0,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
ID,0,gatos,0,sim,sim,não,30,289,65,3900,NA
ID,0,caes,0,sim,sim,não,27,510,63,40000,33.17
ID,0,cavia_p,0,sim,sim,não,12,66,68,728,2.77
ID,0,hamsters,0,sim,sim,não,5,101,18,125,1.16
ID,0,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
ID,0,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
ID,0,porcos,0,sim,sim,não,27,334,115,130000,34.97
ID,0,coelhos,0,sim,sim,não,13,730,30,1800,5.96
ID,0,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
IL,717,outras_especies,384,sim,sim,não,NA,NA,NA,NA,NA
IL,717,gatos,0,sim,sim,não,30,289,65,3900,NA
IL,717,caes,8,sim,sim,não,27,510,63,40000,33.17
IL,717,cavia_p,3,sim,sim,não,12,66,68,728,2.77
IL,717,hamsters,45,sim,sim,não,5,101,18,125,1.16
IL,717,primatas_nao_humanos,19,sim,sim,não,37,1363,166,17319,NA
IL,717,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
IL,717,porcos,255,sim,sim,não,27,334,115,130000,34.97
IL,717,coelhos,3,sim,sim,não,13,730,30,1800,5.96
IL,717,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
IN,3502,outras_especies,25,sim,sim,não,NA,NA,NA,NA,NA
IN,3502,gatos,0,sim,sim,não,30,289,65,3900,NA
IN,3502,caes,0,sim,sim,não,27,510,63,40000,33.17
IN,3502,cavia_p,84,sim,sim,não,12,66,68,728,2.77
IN,3502,hamsters,3393,sim,sim,não,5,101,18,125,1.16
IN,3502,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
IN,3502,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
IN,3502,porcos,0,sim,sim,não,27,334,115,130000,34.97
IN,3502,coelhos,0,sim,sim,não,13,730,30,1800,5.96
IN,3502,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
KS,0,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
KS,0,gatos,0,sim,sim,não,30,289,65,3900,NA
KS,0,caes,0,sim,sim,não,27,510,63,40000,33.17
KS,0,cavia_p,0,sim,sim,não,12,66,68,728,2.77
KS,0,hamsters,0,sim,sim,não,5,101,18,125,1.16
KS,0,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
KS,0,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
KS,0,porcos,0,sim,sim,não,27,334,115,130000,34.97
KS,0,coelhos,0,sim,sim,não,13,730,30,1800,5.96
KS,0,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
KY,0,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
KY,0,gatos,0,sim,sim,não,30,289,65,3900,NA
KY,0,caes,0,sim,sim,não,27,510,63,40000,33.17
KY,0,cavia_p,0,sim,sim,não,12,66,68,728,2.77
KY,0,hamsters,0,sim,sim,não,5,101,18,125,1.16
KY,0,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
KY,0,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
KY,0,porcos,0,sim,sim,não,27,334,115,130000,34.97
KY,0,coelhos,0,sim,sim,não,13,730,30,1800,5.96
KY,0,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
LA,0,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
LA,0,gatos,0,sim,sim,não,30,289,65,3900,NA
LA,0,caes,0,sim,sim,não,27,510,63,40000,33.17
LA,0,cavia_p,0,sim,sim,não,12,66,68,728,2.77
LA,0,hamsters,0,sim,sim,não,5,101,18,125,1.16
LA,0,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
LA,0,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
LA,0,porcos,0,sim,sim,não,27,334,115,130000,34.97
LA,0,coelhos,0,sim,sim,não,13,730,30,1800,5.96
LA,0,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
MA,4375,outras_especies,185,sim,sim,não,NA,NA,NA,NA,NA
MA,4375,gatos,0,sim,sim,não,30,289,65,3900,NA
MA,4375,caes,0,sim,sim,não,27,510,63,40000,33.17
MA,4375,cavia_p,3611,sim,sim,não,12,66,68,728,2.77
MA,4375,hamsters,261,sim,sim,não,5,101,18,125,1.16
MA,4375,primatas_nao_humanos,50,sim,sim,não,37,1363,166,17319,NA
MA,4375,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
MA,4375,porcos,146,sim,sim,não,27,334,115,130000,34.97
MA,4375,coelhos,122,sim,sim,não,13,730,30,1800,5.96
MA,4375,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
MD,3138,outras_especies,177,sim,sim,não,NA,NA,NA,NA,NA
MD,3138,gatos,0,sim,sim,não,30,289,65,3900,NA
MD,3138,caes,9,sim,sim,não,27,510,63,40000,33.17
MD,3138,cavia_p,1701,sim,sim,não,12,66,68,728,2.77
MD,3138,hamsters,414,sim,sim,não,5,101,18,125,1.16
MD,3138,primatas_nao_humanos,422,sim,sim,não,37,1363,166,17319,NA
MD,3138,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
MD,3138,porcos,230,sim,sim,não,27,334,115,130000,34.97
MD,3138,coelhos,185,sim,sim,não,13,730,30,1800,5.96
MD,3138,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
ME,0,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
ME,0,gatos,0,sim,sim,não,30,289,65,3900,NA
ME,0,caes,0,sim,sim,não,27,510,63,40000,33.17
ME,0,cavia_p,0,sim,sim,não,12,66,68,728,2.77
ME,0,hamsters,0,sim,sim,não,5,101,18,125,1.16
ME,0,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
ME,0,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
ME,0,porcos,0,sim,sim,não,27,334,115,130000,34.97
ME,0,coelhos,0,sim,sim,não,13,730,30,1800,5.96
ME,0,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
MI,10752,outras_especies,12,sim,sim,não,NA,NA,NA,NA,NA
MI,10752,gatos,2,sim,sim,não,30,289,65,3900,NA
MI,10752,caes,0,sim,sim,não,27,510,63,40000,33.17
MI,10752,cavia_p,10673,sim,sim,não,12,66,68,728,2.77
MI,10752,hamsters,0,sim,sim,não,5,101,18,125,1.16
MI,10752,primatas_nao_humanos,11,sim,sim,não,37,1363,166,17319,NA
MI,10752,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
MI,10752,porcos,17,sim,sim,não,27,334,115,130000,34.97
MI,10752,coelhos,0,sim,sim,não,13,730,30,1800,5.96
MI,10752,ovelhas,37,sim,sim,não,23,548,146,80000,31.09
MN,234,outras_especies,11,sim,sim,não,NA,NA,NA,NA,NA
MN,234,gatos,0,sim,sim,não,30,289,65,3900,NA
MN,234,caes,0,sim,sim,não,27,510,63,40000,33.17
MN,234,cavia_p,217,sim,sim,não,12,66,68,728,2.77
MN,234,hamsters,0,sim,sim,não,5,101,18,125,1.16
MN,234,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
MN,234,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
MN,234,porcos,1,sim,sim,não,27,334,115,130000,34.97
MN,234,coelhos,3,sim,sim,não,13,730,30,1800,5.96
MN,234,ovelhas,2,sim,sim,não,23,548,146,80000,31.09
MO,16372,outras_especies,41,sim,sim,não,NA,NA,NA,NA,NA
MO,16372,gatos,0,sim,sim,não,30,289,65,3900,NA
MO,16372,caes,256,sim,sim,não,27,510,63,40000,33.17
MO,16372,cavia_p,1021,sim,sim,não,12,66,68,728,2.77
MO,16372,hamsters,15034,sim,sim,não,5,101,18,125,1.16
MO,16372,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
MO,16372,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
MO,16372,porcos,0,sim,sim,não,27,334,115,130000,34.97
MO,16372,coelhos,20,sim,sim,não,13,730,30,1800,5.96
MO,16372,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
MS,15,outras_especies,15,sim,sim,não,NA,NA,NA,NA,NA
MS,15,gatos,0,sim,sim,não,30,289,65,3900,NA
MS,15,caes,0,sim,sim,não,27,510,63,40000,33.17
MS,15,cavia_p,0,sim,sim,não,12,66,68,728,2.77
MS,15,hamsters,0,sim,sim,não,5,101,18,125,1.16
MS,15,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
MS,15,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
MS,15,porcos,0,sim,sim,não,27,334,115,130000,34.97
MS,15,coelhos,0,sim,sim,não,13,730,30,1800,5.96
MS,15,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
MT,0,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
MT,0,gatos,0,sim,sim,não,30,289,65,3900,NA
MT,0,caes,0,sim,sim,não,27,510,63,40000,33.17
MT,0,cavia_p,0,sim,sim,não,12,66,68,728,2.77
MT,0,hamsters,0,sim,sim,não,5,101,18,125,1.16
MT,0,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
MT,0,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
MT,0,porcos,0,sim,sim,não,27,334,115,130000,34.97
MT,0,coelhos,0,sim,sim,não,13,730,30,1800,5.96
MT,0,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
NC,422,outras_especies,64,sim,sim,não,NA,NA,NA,NA,NA
NC,422,gatos,0,sim,sim,não,30,289,65,3900,NA
NC,422,caes,18,sim,sim,não,27,510,63,40000,33.17
NC,422,cavia_p,328,sim,sim,não,12,66,68,728,2.77
NC,422,hamsters,0,sim,sim,não,5,101,18,125,1.16
NC,422,primatas_nao_humanos,12,sim,sim,não,37,1363,166,17319,NA
NC,422,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
NC,422,porcos,0,sim,sim,não,27,334,115,130000,34.97
NC,422,coelhos,0,sim,sim,não,13,730,30,1800,5.96
NC,422,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
ND,0,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
ND,0,gatos,0,sim,sim,não,30,289,65,3900,NA
ND,0,caes,0,sim,sim,não,27,510,63,40000,33.17
ND,0,cavia_p,0,sim,sim,não,12,66,68,728,2.77
ND,0,hamsters,0,sim,sim,não,5,101,18,125,1.16
ND,0,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
ND,0,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
ND,0,porcos,0,sim,sim,não,27,334,115,130000,34.97
ND,0,coelhos,0,sim,sim,não,13,730,30,1800,5.96
ND,0,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
NE,16,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
NE,16,gatos,0,sim,sim,não,30,289,65,3900,NA
NE,16,caes,0,sim,sim,não,27,510,63,40000,33.17
NE,16,cavia_p,0,sim,sim,não,12,66,68,728,2.77
NE,16,hamsters,0,sim,sim,não,5,101,18,125,1.16
NE,16,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
NE,16,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
NE,16,porcos,0,sim,sim,não,27,334,115,130000,34.97
NE,16,coelhos,0,sim,sim,não,13,730,30,1800,5.96
NE,16,ovelhas,16,sim,sim,não,23,548,146,80000,31.09
NH,0,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
NH,0,gatos,0,sim,sim,não,30,289,65,3900,NA
NH,0,caes,0,sim,sim,não,27,510,63,40000,33.17
NH,0,cavia_p,0,sim,sim,não,12,66,68,728,2.77
NH,0,hamsters,0,sim,sim,não,5,101,18,125,1.16
NH,0,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
NH,0,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
NH,0,porcos,0,sim,sim,não,27,334,115,130000,34.97
NH,0,coelhos,0,sim,sim,não,13,730,30,1800,5.96
NH,0,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
NJ,9192,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
NJ,9192,gatos,0,sim,sim,não,30,289,65,3900,NA
NJ,9192,caes,144,sim,sim,não,27,510,63,40000,33.17
NJ,9192,cavia_p,2941,sim,sim,não,12,66,68,728,2.77
NJ,9192,hamsters,5392,sim,sim,não,5,101,18,125,1.16
NJ,9192,primatas_nao_humanos,26,sim,sim,não,37,1363,166,17319,NA
NJ,9192,animais_de_fazenda,107,sim,sim,não,NA,NA,NA,NA,NA
NJ,9192,porcos,6,sim,sim,não,27,334,115,130000,34.97
NJ,9192,coelhos,576,sim,sim,não,13,730,30,1800,5.96
NJ,9192,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
NM,412,outras_especies,40,sim,sim,não,NA,NA,NA,NA,NA
NM,412,gatos,0,sim,sim,não,30,289,65,3900,NA
NM,412,caes,150,sim,sim,não,27,510,63,40000,33.17
NM,412,cavia_p,210,sim,sim,não,12,66,68,728,2.77
NM,412,hamsters,0,sim,sim,não,5,101,18,125,1.16
NM,412,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
NM,412,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
NM,412,porcos,12,sim,sim,não,27,334,115,130000,34.97
NM,412,coelhos,0,sim,sim,não,13,730,30,1800,5.96
NM,412,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
NV,0,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
NV,0,gatos,0,sim,sim,não,30,289,65,3900,NA
NV,0,caes,0,sim,sim,não,27,510,63,40000,33.17
NV,0,cavia_p,0,sim,sim,não,12,66,68,728,2.77
NV,0,hamsters,0,sim,sim,não,5,101,18,125,1.16
NV,0,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
NV,0,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
NV,0,porcos,0,sim,sim,não,27,334,115,130000,34.97
NV,0,coelhos,0,sim,sim,não,13,730,30,1800,5.96
NV,0,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
NY,1288,outras_especies,251,sim,sim,não,NA,NA,NA,NA,NA
NY,1288,gatos,0,sim,sim,não,30,289,65,3900,NA
NY,1288,caes,104,sim,sim,não,27,510,63,40000,33.17
NY,1288,cavia_p,773,sim,sim,não,12,66,68,728,2.77
NY,1288,hamsters,1,sim,sim,não,5,101,18,125,1.16
NY,1288,primatas_nao_humanos,31,sim,sim,não,37,1363,166,17319,NA
NY,1288,animais_de_fazenda,2,sim,sim,não,NA,NA,NA,NA,NA
NY,1288,porcos,30,sim,sim,não,27,334,115,130000,34.97
NY,1288,coelhos,90,sim,sim,não,13,730,30,1800,5.96
NY,1288,ovelhas,6,sim,sim,não,23,548,146,80000,31.09
OH,1383,outras_especies,57,sim,sim,não,NA,NA,NA,NA,NA
OH,1383,gatos,14,sim,sim,não,30,289,65,3900,NA
OH,1383,caes,0,sim,sim,não,27,510,63,40000,33.17
OH,1383,cavia_p,766,sim,sim,não,12,66,68,728,2.77
OH,1383,hamsters,106,sim,sim,não,5,101,18,125,1.16
OH,1383,primatas_nao_humanos,342,sim,sim,não,37,1363,166,17319,NA
OH,1383,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
OH,1383,porcos,14,sim,sim,não,27,334,115,130000,34.97
OH,1383,coelhos,84,sim,sim,não,13,730,30,1800,5.96
OH,1383,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
OK,454,outras_especies,67,sim,sim,não,NA,NA,NA,NA,NA
OK,454,gatos,0,sim,sim,não,30,289,65,3900,NA
OK,454,caes,0,sim,sim,não,27,510,63,40000,33.17
OK,454,cavia_p,0,sim,sim,não,12,66,68,728,2.77
OK,454,hamsters,0,sim,sim,não,5,101,18,125,1.16
OK,454,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
OK,454,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
OK,454,porcos,0,sim,sim,não,27,334,115,130000,34.97
OK,454,coelhos,387,sim,sim,não,13,730,30,1800,5.96
OK,454,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
OR,4,outras_especies,4,sim,sim,não,NA,NA,NA,NA,NA
OR,4,gatos,0,sim,sim,não,30,289,65,3900,NA
OR,4,caes,0,sim,sim,não,27,510,63,40000,33.17
OR,4,cavia_p,0,sim,sim,não,12,66,68,728,2.77
OR,4,hamsters,0,sim,sim,não,5,101,18,125,1.16
OR,4,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
OR,4,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
OR,4,porcos,0,sim,sim,não,27,334,115,130000,34.97
OR,4,coelhos,0,sim,sim,não,13,730,30,1800,5.96
OR,4,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
PA,1435,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
PA,1435,gatos,0,sim,sim,não,30,289,65,3900,NA
PA,1435,caes,0,sim,sim,não,27,510,63,40000,33.17
PA,1435,cavia_p,71,sim,sim,não,12,66,68,728,2.77
PA,1435,hamsters,0,sim,sim,não,5,101,18,125,1.16
PA,1435,primatas_nao_humanos,18,sim,sim,não,37,1363,166,17319,NA
PA,1435,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
PA,1435,porcos,1274,sim,sim,não,27,334,115,130000,34.97
PA,1435,coelhos,72,sim,sim,não,13,730,30,1800,5.96
PA,1435,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
PR,0,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
PR,0,gatos,0,sim,sim,não,30,289,65,3900,NA
PR,0,caes,0,sim,sim,não,27,510,63,40000,33.17
PR,0,cavia_p,0,sim,sim,não,12,66,68,728,2.77
PR,0,hamsters,0,sim,sim,não,5,101,18,125,1.16
PR,0,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
PR,0,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
PR,0,porcos,0,sim,sim,não,27,334,115,130000,34.97
PR,0,coelhos,0,sim,sim,não,13,730,30,1800,5.96
PR,0,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
RI,0,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
RI,0,gatos,0,sim,sim,não,30,289,65,3900,NA
RI,0,caes,0,sim,sim,não,27,510,63,40000,33.17
RI,0,cavia_p,0,sim,sim,não,12,66,68,728,2.77
RI,0,hamsters,0,sim,sim,não,5,101,18,125,1.16
RI,0,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
RI,0,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
RI,0,porcos,0,sim,sim,não,27,334,115,130000,34.97
RI,0,coelhos,0,sim,sim,não,13,730,30,1800,5.96
RI,0,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
SC,52,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
SC,52,gatos,0,sim,sim,não,30,289,65,3900,NA
SC,52,caes,0,sim,sim,não,27,510,63,40000,33.17
SC,52,cavia_p,0,sim,sim,não,12,66,68,728,2.77
SC,52,hamsters,52,sim,sim,não,5,101,18,125,1.16
SC,52,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
SC,52,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
SC,52,porcos,0,sim,sim,não,27,334,115,130000,34.97
SC,52,coelhos,0,sim,sim,não,13,730,30,1800,5.96
SC,52,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
SD,227,outras_especies,46,sim,sim,não,NA,NA,NA,NA,NA
SD,227,gatos,0,sim,sim,não,30,289,65,3900,NA
SD,227,caes,0,sim,sim,não,27,510,63,40000,33.17
SD,227,cavia_p,60,sim,sim,não,12,66,68,728,2.77
SD,227,hamsters,0,sim,sim,não,5,101,18,125,1.16
SD,227,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
SD,227,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
SD,227,porcos,121,sim,sim,não,27,334,115,130000,34.97
SD,227,coelhos,0,sim,sim,não,13,730,30,1800,5.96
SD,227,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
TN,368,outras_especies,305,sim,sim,não,NA,NA,NA,NA,NA
TN,368,gatos,0,sim,sim,não,30,289,65,3900,NA
TN,368,caes,0,sim,sim,não,27,510,63,40000,33.17
TN,368,cavia_p,6,sim,sim,não,12,66,68,728,2.77
TN,368,hamsters,12,sim,sim,não,5,101,18,125,1.16
TN,368,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
TN,368,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
TN,368,porcos,45,sim,sim,não,27,334,115,130000,34.97
TN,368,coelhos,0,sim,sim,não,13,730,30,1800,5.96
TN,368,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
TX,1688,outras_especies,282,sim,sim,não,NA,NA,NA,NA,NA
TX,1688,gatos,0,sim,sim,não,30,289,65,3900,NA
TX,1688,caes,0,sim,sim,não,27,510,63,40000,33.17
TX,1688,cavia_p,491,sim,sim,não,12,66,68,728,2.77
TX,1688,hamsters,426,sim,sim,não,5,101,18,125,1.16
TX,1688,primatas_nao_humanos,315,sim,sim,não,37,1363,166,17319,NA
TX,1688,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
TX,1688,porcos,0,sim,sim,não,27,334,115,130000,34.97
TX,1688,coelhos,169,sim,sim,não,13,730,30,1800,5.96
TX,1688,ovelhas,5,sim,sim,não,23,548,146,80000,31.09
UT,583,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
UT,583,gatos,0,sim,sim,não,30,289,65,3900,NA
UT,583,caes,0,sim,sim,não,27,510,63,40000,33.17
UT,583,cavia_p,54,sim,sim,não,12,66,68,728,2.77
UT,583,hamsters,529,sim,sim,não,5,101,18,125,1.16
UT,583,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
UT,583,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
UT,583,porcos,0,sim,sim,não,27,334,115,130000,34.97
UT,583,coelhos,0,sim,sim,não,13,730,30,1800,5.96
UT,583,ovelhas,0,sim,sim,não,23,548,146,80000,31.09
VA,11,outras_especies,0,sim,sim,não,NA,NA,NA,NA,NA
VA,11,gatos,0,sim,sim,não,30,289,65,3900,NA
VA,11,caes,11,sim,sim,não,27,510,63,40000,33.17
VA,11,cavia_p,0,sim,sim,não,12,66,68,728,2.77
VA,11,hamsters,0,sim,sim,não,5,101,18,125,1.16
VA,11,primatas_nao_humanos,0,sim,sim,não,37,1363,166,17319,NA
VA,11,animais_de_fazenda,0,sim,sim,não,NA,NA,NA,NA,NA
VA,11,porcos,0,sim,sim,não,27,334,115,130000,34.97
