estado,total,especie,n_animais,utilizado,dor,droga
KS,2967,ovelhas,48,sim,não,não
KY,476,outras_especies,101,sim,não,não
KY,476,gatos,41,sim,não,não
KY,476,caes,88,sim,não,não
KY,476,cavia_p,16,sim,não,não
KY,476,hamsters,0,sim,não,não
KY,476,primatas_nao_humanos,4,sim,não,não
KY,476,animais_de_fazenda,175,sim,não,não
KY,476,porcos,40,sim,não,não
KY,476,coelhos,7,sim,não,não
KY,476,ovelhas,4,sim,não,não
LA,1236,outras_especies,0,sim,não,não
LA,1236,gatos,23,sim,não,não
LA,1236,caes,36,sim,não,não
LA,1236,cavia_p,0,sim,não,não
LA,1236,hamsters,0,sim,não,não
LA,1236,primatas_nao_humanos,1006,sim,não,não
LA,1236,animais_de_fazenda,167,sim,não,não
LA,1236,porcos,0,sim,não,não
LA,1236,coelhos,4,sim,não,não
LA,1236,ovelhas,0,sim,não,não
MA,42234,outras_especies,3993,sim,não,não
MA,42234,gatos,10,sim,não,não
MA,42234,caes,4456,sim,não,não
MA,42234,cavia_p,8785,sim,não,não
MA,42234,hamsters,3432,sim,não,não
MA,42234,primatas_nao_humanos,8845,sim,não,não
MA,42234,animais_de_fazenda,504,sim,não,não
MA,42234,porcos,3660,sim,não,não
MA,42234,coelhos,8485,sim,não,não
MA,42234,ovelhas,64,sim,não,não
MD,32204,outras_especies,17159,sim,não,não
MD,32204,gatos,35,sim,não,não
MD,32204,caes,421,sim,não,não
MD,32204,cavia_p,7070,sim,não,não
MD,32204,hamsters,1315,sim,não,não
MD,32204,primatas_nao_humanos,3812,sim,não,não
MD,32204,animais_de_fazenda,67,sim,não,não
MD,32204,porcos,97,sim,não,não
MD,32204,coelhos,2198,sim,não,não
MD,32204,ovelhas,30,sim,não,não
ME,893,outras_especies,415,sim,não,não
ME,893,gatos,0,sim,não,não
ME,893,caes,0,sim,não,não
ME,893,cavia_p,0,sim,não,não
ME,893,hamsters,0,sim,não,não
ME,893,primatas_nao_humanos,0,sim,não,não
ME,893,animais_de_fazenda,447,sim,não,não
ME,893,porcos,0,sim,não,não
ME,893,coelhos,31,sim,não,não
ME,893,ovelhas,0,sim,não,não
MI,18017,outras_especies,852,sim,não,não
MI,18017,gatos,314,sim,não,não
MI,18017,caes,2570,sim,não,não
MI,18017,cavia_p,7309,sim,não,não
MI,18017,hamsters,45,sim,não,não
MI,18017,primatas_nao_humanos,2863,sim,não,não
MI,18017,animais_de_fazenda,435,sim,não,não
MI,18017,porcos,1247,sim,não,não
MI,18017,coelhos,2114,sim,não,não
MI,18017,ovelhas,268,sim,não,não
MN,37179,outras_especies,134,sim,não,não
MN,37179,gatos,724,sim,não,não
MN,37179,caes,760,sim,não,não
MN,37179,cavia_p,31133,sim,não,não
MN,37179,hamsters,106,sim,não,não
MN,37179,primatas_nao_humanos,15,sim,não,não
MN,37179,animais_de_fazenda,0,sim,não,não
MN,37179,porcos,67,sim,não,não
MN,37179,coelhos,4163,sim,não,não
MN,37179,ovelhas,77,sim,não,não
MO,9780,outras_especies,1263,sim,não,não
MO,9780,gatos,1181,sim,não,não
MO,9780,caes,1818,sim,não,não
MO,9780,cavia_p,2433,sim,não,não
MO,9780,hamsters,493,sim,não,não
MO,9780,primatas_nao_humanos,87,sim,não,não
MO,9780,animais_de_fazenda,287,sim,não,não
MO,9780,porcos,1167,sim,não,não
MO,9780,coelhos,996,sim,não,não
MO,9780,ovelhas,55,sim,não,não
MS,60,outras_especies,29,sim,não,não
MS,60,gatos,0,sim,não,não
MS,60,caes,26,sim,não,não
MS,60,cavia_p,0,sim,não,não
MS,60,hamsters,0,sim,não,não
MS,60,primatas_nao_humanos,0,sim,não,não
MS,60,animais_de_fazenda,3,sim,não,não
MS,60,porcos,2,sim,não,não
MS,60,coelhos,0,sim,não,não
MS,60,ovelhas,0,sim,não,não
MT,900,outras_especies,517,sim,não,não
MT,900,gatos,2,sim,não,não
MT,900,caes,0,sim,não,não
MT,900,cavia_p,344,sim,não,não
MT,900,hamsters,0,sim,não,não
MT,900,primatas_nao_humanos,0,sim,não,não
MT,900,animais_de_fazenda,37,sim,não,não
MT,900,porcos,0,sim,não,não
MT,900,coelhos,0,sim,não,não
MT,900,ovelhas,0,sim,não,não
NC,12592,outras_especies,1015,sim,não,não
NC,12592,gatos,242,sim,não,não
NC,12592,caes,581,sim,não,não
NC,12592,cavia_p,7673,sim,não,não
NC,12592,hamsters,56,sim,não,não
NC,12592,primatas_nao_humanos,72,sim,não,não
NC,12592,animais_de_fazenda,124,sim,não,não
NC,12592,porcos,431,sim,não,não
NC,12592,coelhos,2329,sim,não,não
NC,12592,ovelhas,69,sim,não,não
ND,658,outras_especies,5,sim,não,não
ND,658,gatos,183,sim,não,não
ND,658,caes,169,sim,não,não
ND,658,cavia_p,10,sim,não,não
ND,658,hamsters,0,sim,não,não
ND,658,primatas_nao_humanos,0,sim,não,não
ND,658,animais_de_fazenda,198,sim,não,não
ND,658,porcos,24,sim,não,não
ND,658,coelhos,29,sim,não,não
ND,658,ovelhas,40,sim,não,não
NE,1063,outras_especies,615,sim,não,não
NE,1063,gatos,0,sim,não,não
NE,1063,caes,11,sim,não,não
NE,1063,cavia_p,12,sim,não,não
NE,1063,hamsters,351,sim,não,não
NE,1063,primatas_nao_humanos,51,sim,não,não
NE,1063,animais_de_fazenda,4,sim,não,não
NE,1063,porcos,1,sim,não,não
NE,1063,coelhos,18,sim,não,não
NE,1063,ovelhas,0,sim,não,não
NH,1079,outras_especies,917,sim,não,não
NH,1079,gatos,0,sim,não,não
NH,1079,caes,0,sim,não,não
NH,1079,cavia_p,0,sim,não,não
NH,1079,hamsters,78,sim,não,não
NH,1079,primatas_nao_humanos,0,sim,não,não
NH,1079,animais_de_fazenda,84,sim,não,não
NH,1079,porcos,0,sim,não,não
NH,1079,coelhos,0,sim,não,não
NH,1079,ovelhas,0,sim,não,não
NJ,46500,outras_especies,1022,sim,não,não
NJ,46500,gatos,656,sim,não,não
NJ,46500,caes,3592,sim,não,não
NJ,46500,cavia_p,8703,sim,não,não
NJ,46500,hamsters,26886,sim,não,não
NJ,46500,primatas_nao_humanos,2093,sim,não,não
NJ,46500,animais_de_fazenda,77,sim,não,não
NJ,46500,porcos,109,sim,não,não
NJ,46500,coelhos,3362,sim,não,não
NJ,46500,ovelhas,0,sim,não,não
NM,2715,outras_especies,2048,sim,não,não
NM,2715,gatos,15,sim,não,não
NM,2715,caes,406,sim,não,não
NM,2715,cavia_p,0,sim,não,não
NM,2715,hamsters,0,sim,não,não
NM,2715,primatas_nao_humanos,138,sim,não,não
NM,2715,animais_de_fazenda,0,sim,não,não
NM,2715,porcos,100,sim,não,não
NM,2715,coelhos,8,sim,não,não
NM,2715,ovelhas,0,sim,não,não
NV,337,outras_especies,6,sim,não,não
NV,337,gatos,29,sim,não,não
NV,337,caes,53,sim,não,não
NV,337,cavia_p,105,sim,não,não
NV,337,hamsters,0,sim,não,não
NV,337,primatas_nao_humanos,0,sim,não,não
NV,337,animais_de_fazenda,137,sim,não,não
NV,337,porcos,0,sim,não,não
NV,337,coelhos,7,sim,não,não
NV,337,ovelhas,0,sim,não,não
NY,14339,outras_especies,9412,sim,não,não
NY,14339,gatos,441,sim,não,não
NY,14339,caes,866,sim,não,não
NY,14339,cavia_p,1160,sim,não,não
NY,14339,hamsters,186,sim,não,não
NY,14339,primatas_nao_humanos,1138,sim,não,não
NY,14339,animais_de_fazenda,374,sim,não,não
NY,14339,porcos,1,sim,não,não
NY,14339,coelhos,757,sim,não,não
NY,14339,ovelhas,4,sim,não,não
OH,47358,outras_especies,914,sim,não,não
OH,47358,gatos,1073,sim,não,não
OH,47358,caes,3730,sim,não,não
OH,47358,cavia_p,31730,sim,não,não
OH,47358,hamsters,57,sim,não,não
OH,47358,primatas_nao_humanos,1581,sim,não,não
OH,47358,animais_de_fazenda,45,sim,não,não
OH,47358,porcos,180,sim,não,não
OH,47358,coelhos,8046,sim,não,não
OH,47358,ovelhas,2,sim,não,não
OK,3319,outras_especies,68,sim,não,não
OK,3319,gatos,149,sim,não,não
OK,3319,caes,346,sim,não,não
OK,3319,cavia_p,2034,sim,não,não
OK,3319,hamsters,8,sim,não,não
OK,3319,primatas_nao_humanos,0,sim,não,não
OK,3319,animais_de_fazenda,674,sim,não,não
OK,3319,porcos,18,sim,não,não
OK,3319,coelhos,18,sim,não,não
OK,3319,ovelhas,4,sim,não,não
OR,1192,outras_especies,932,sim,não,não
OR,1192,gatos,21,sim,não,não
OR,1192,caes,17,sim,não,não
OR,1192,cavia_p,24,sim,não,não
OR,1192,hamsters,0,sim,não,não
OR,1192,primatas_nao_humanos,30,sim,não,não
OR,1192,animais_de_fazenda,101,sim,não,não
OR,1192,porcos,12,sim,não,não
OR,1192,coelhos,0,sim,não,não
OR,1192,ovelhas,55,sim,não,não
PA,17902,outras_especies,2699,sim,não,não
PA,17902,gatos,905,sim,não,não
PA,17902,caes,1980,sim,não,não
PA,17902,cavia_p,889,sim,não,não
PA,17902,hamsters,509,sim,não,não
PA,17902,primatas_nao_humanos,329,sim,não,não
PA,17902,animais_de_fazenda,611,sim,não,não
PA,17902,porcos,520,sim,não,não
PA,17902,coelhos,8719,sim,não,não
PA,17902,ovelhas,741,sim,não,não
PR,4596,outras_especies,0,sim,não,não
PR,4596,gatos,0,sim,não,não
PR,4596,caes,0,sim,não,não
PR,4596,cavia_p,0,sim,não,não
PR,4596,hamsters,0,sim,não,não
PR,4596,primatas_nao_humanos,4596,sim,não,não
PR,4596,animais_de_fazenda,0,sim,não,não
PR,4596,porcos,0,sim,não,não
PR,4596,coelhos,0,sim,não,não
PR,4596,ovelhas,0,sim,não,não
RI,113,outras_especies,36,sim,não,não
RI,113,gatos,50,sim,não,não
RI,113,caes,20,sim,não,não
RI,113,cavia_p,0,sim,não,não
RI,113,hamsters,0,sim,não,não
RI,113,primatas_nao_humanos,6,sim,não,não
RI,113,animais_de_fazenda,0,sim,não,não
RI,113,porcos,1,sim,não,não
RI,113,coelhos,0,sim,não,não
RI,113,ovelhas,0,sim,não,não
SC,2737,outras_especies,2329,sim,não,não
SC,2737,gatos,33,sim,não,não
SC,2737,caes,72,sim,não,não
SC,2737,cavia_p,117,sim,não,não
SC,2737,hamsters,21,sim,não,não
SC,2737,primatas_nao_humanos,54,sim,não,não
SC,2737,animais_de_fazenda,12,sim,não,não
SC,2737,porcos,34,sim,não,não
SC,2737,coelhos,65,sim,não,não
SC,2737,ovelhas,0,sim,não,não
SD,545,outras_especies,449,sim,não,não
SD,545,gatos,11,sim,não,não
SD,545,caes,8,sim,não,não
SD,545,cavia_p,25,sim,não,não
SD,545,hamsters,2,sim,não,não
SD,545,primatas_nao_humanos,0,sim,não,não
SD,545,animais_de_fazenda,41,sim,não,não
SD,545,porcos,0,sim,não,não
SD,545,coelhos,4,sim,não,não
SD,545,ovelhas,5,sim,não,não
TN,1516,outras_especies,225,sim,não,não
TN,1516,gatos,229,sim,não,não
TN,1516,caes,535,sim,não,não
TN,1516,cavia_p,0,sim,não,não
TN,1516,hamsters,318,sim,não,não
TN,1516,primatas_nao_humanos,11,sim,não,não
TN,1516,animais_de_fazenda,51,sim,não,não
TN,1516,porcos,3,sim,não,não
TN,1516,coelhos,62,sim,não,não
TN,1516,ovelhas,82,sim,não,não
TX,23275,outras_especies,10300,sim,não,não
TX,23275,gatos,534,sim,não,não
TX,23275,caes,1172,sim,não,não
TX,23275,cavia_p,2055,sim,não,não
TX,23275,hamsters,628,sim,não,não
TX,23275,primatas_nao_humanos,2920,sim,não,não
TX,23275,animais_de_fazenda,1119,sim,não,não
TX,23275,porcos,194,sim,não,não
TX,23275,coelhos,4286,sim,não,não
TX,23275,ovelhas,67,sim,não,não
UT,1577,outras_especies,128,sim,não,não
UT,1577,gatos,142,sim,não,não
UT,1577,caes,231,sim,não,não
UT,1577,cavia_p,6,sim,não,não
UT,1577,hamsters,682,sim,não,não
UT,1577,primatas_nao_humanos,0,sim,não,não
UT,1577,animais_de_fazenda,120,sim,não,não
UT,1577,porcos,9,sim,não,não
UT,1577,coelhos,191,sim,não,não
UT,1577,ovelhas,68,sim,não,não
VA,7434,outras_especies,6290,sim,não,não
VA,7434,gatos,0,sim,não,não
VA,7434,caes,1,sim,não,não
VA,7434,cavia_p,350,sim,não,não
VA,7434,hamsters,74,sim,não,não
VA,7434,primatas_nao_humanos,8,sim,não,não
VA,7434,animais_de_fazenda,60,sim,não,não
VA,7434,porcos,453,sim,não,não
VA,7434,coelhos,93,sim,não,não
VA,7434,ovelhas,105,sim,não,não
VT,409,outras_especies,50,sim,não,não
VT,409,gatos,0,sim,não,não
VT,409,caes,0,sim,não,não
VT,409,cavia_p,63,sim,não,não
VT,409,hamsters,0,sim,não,não
VT,409,primatas_nao_humanos,0,sim,não,não
VT,409,animais_de_fazenda,11,sim,não,não
VT,409,porcos,0,sim,não,não
VT,409,coelhos,4,sim,não,não
VT,409,ovelhas,281,sim,não,não
WA,23037,outras_especies,16781,sim,não,não
WA,23037,gatos,107,sim,não,não
WA,23037,caes,264,sim,não,não
WA,23037,cavia_p,2699,sim,não,não
WA,23037,hamsters,6,sim,não,não
WA,23037,primatas_nao_humanos,2563,sim,não,não
WA,23037,animais_de_fazenda,105,sim,não,não
WA,23037,porcos,6,sim,não,não
WA,23037,coelhos,489,sim,não,não
WA,23037,ovelhas,17,sim,não,não
WI,25173,outras_especies,1653,sim,não,não
WI,25173,gatos,151,sim,não,não
WI,25173,caes,3024,sim,não,não
WI,25173,cavia_p,1240,sim,não,não
WI,25173,hamsters,697,sim,não,não
WI,25173,primatas_nao_humanos,6376,sim,não,não
WI,25173,animais_de_fazenda,10,sim,não,não
WI,25173,porcos,525,sim,não,não
WI,25173,coelhos,11435,sim,não,não
WI,25173,ovelhas,62,sim,não,não
WV,174,outras_especies,119,sim,não,não
WV,174,gatos,10,sim,não,não
WV,174,caes,18,sim,não,não
WV,174,cavia_p,3,sim,não,não
WV,174,hamsters,6,sim,não,não
WV,174,primatas_nao_humanos,0,sim,não,não
WV,174,animais_de_fazenda,10,sim,não,não
WV,174,porcos,0,sim,não,não
WV,174,coelhos,2,sim,não,não
WV,174,ovelhas,6,sim,não,não
WY,189,outras_especies,58,sim,não,não
WY,189,gatos,25,sim,não,não
WY,189,caes,37,sim,não,não
WY,189,cavia_p,2,sim,não,não
WY,189,hamsters,4,sim,não,não
WY,189,primatas_nao_humanos,0,sim,não,não
WY,189,animais_de_fazenda,11,sim,não,não
WY,189,porcos,2,sim,não,não
WY,189,coelhos,4,sim,não,não
WY,189,ovelhas,46,sim,não,não
AK,211,outras_especies,211,sim,sim,sim
AK,211,gatos,0,sim,sim,sim
AK,211,caes,0,sim,sim,sim
AK,211,cavia_p,0,sim,sim,sim
AK,211,hamsters,0,sim,sim,sim
AK,211,primatas_nao_humanos,0,sim,sim,sim
AK,211,animais_de_fazenda,0,sim,sim,sim
AK,211,porcos,0,sim,sim,sim
AK,211,coelhos,0,sim,sim,sim
AK,211,ovelhas,0,sim,sim,sim
AL,1951,outras_especies,377,sim,sim,sim
AL,1951,gatos,177,sim,sim,sim
AL,1951,caes,438,sim,sim,sim
AL,1951,cavia_p,0,sim,sim,sim
AL,1951,hamsters,175,sim,sim,sim
AL,1951,primatas_nao_humanos,76,sim,sim,sim
AL,1951,animais_de_fazenda,0,sim,sim,sim
AL,1951,porcos,304,sim,sim,sim
AL,1951,coelhos,376,sim,sim,sim
AL,1951,ovelhas,28,sim,sim,sim
AR,2171,outras_especies,41,sim,sim,sim
AR,2171,gatos,6,sim,sim,sim
AR,2171,caes,73,sim,sim,sim
AR,2171,cavia_p,0,sim,sim,sim
AR,2171,hamsters,0,sim,sim,sim
AR,2171,primatas_nao_humanos,14,sim,sim,sim
AR,2171,animais_de_fazenda,2,sim,sim,sim
AR,2171,porcos,1991,sim,sim,sim
AR,2171,coelhos,44,sim,sim,sim
AR,2171,ovelhas,0,sim,sim,sim
AZ,1146,outras_especies,42,sim,sim,sim
AZ,1146,gatos,164,sim,sim,sim
AZ,1146,caes,288,sim,sim,sim
AZ,1146,cavia_p,19,sim,sim,sim
AZ,1146,hamsters,35,sim,sim,sim
AZ,1146,primatas_nao_humanos,29,sim,sim,sim
AZ,1146,animais_de_fazenda,58,sim,sim,sim
AZ,1146,porcos,269,sim,sim,sim
AZ,1146,coelhos,74,sim,sim,sim
AZ,1146,ovelhas,168,sim,sim,sim
CA,28013,outras_especies,6036,sim,sim,sim
CA,28013,gatos,328,sim,sim,sim
CA,28013,caes,1172,sim,sim,sim
CA,28013,cavia_p,2895,sim,sim,sim
CA,28013,hamsters,1204,sim,sim,sim
CA,28013,primatas_nao_humanos,2092,sim,sim,sim
CA,28013,animais_de_fazenda,83,sim,sim,sim
CA,28013,porcos,5932,sim,sim,sim
CA,28013,coelhos,7230,sim,sim,sim
CA,28013,ovelhas,1041,sim,sim,sim
CO,2709,outras_especies,350,sim,sim,sim
CO,2709,gatos,102,sim,sim,sim
CO,2709,caes,232,sim,sim,sim
CO,2709,cavia_p,660,sim,sim,sim
CO,2709,hamsters,96,sim,sim,sim
CO,2709,primatas_nao_humanos,0,sim,sim,sim
CO,2709,animais_de_fazenda,180,sim,sim,sim
CO,2709,porcos,331,sim,sim,sim
CO,2709,coelhos,455,sim,sim,sim
CO,2709,ovelhas,303,sim,sim,sim
CT,1238,outras_especies,743,sim,sim,sim
CT,1238,gatos,0,sim,sim,sim
CT,1238,caes,79,sim,sim,sim
CT,1238,cavia_p,38,sim,sim,sim
CT,1238,hamsters,10,sim,sim,sim
CT,1238,primatas_nao_humanos,110,sim,sim,sim
CT,1238,animais_de_fazenda,0,sim,sim,sim
CT,1238,porcos,199,sim,sim,sim
CT,1238,coelhos,58,sim,sim,sim
CT,1238,ovelhas,1,sim,sim,sim
DC,4308,outras_especies,3567,sim,sim,sim
DC,4308,gatos,7,sim,sim,sim
DC,4308,caes,13,sim,sim,sim
DC,4308,cavia_p,24,sim,sim,sim
DC,4308,hamsters,54,sim,sim,sim
DC,4308,primatas_nao_humanos,73,sim,sim,sim
DC,4308,animais_de_fazenda,0,sim,sim,sim
DC,4308,porcos,305,sim,sim,sim
DC,4308,coelhos,265,sim,sim,sim
DC,4308,ovelhas,0,sim,sim,sim
DE,1082,outras_especies,3,sim,sim,sim
DE,1082,gatos,9,sim,sim,sim
DE,1082,caes,13,sim,sim,sim
DE,1082,cavia_p,36,sim,sim,sim
DE,1082,hamsters,0,sim,sim,sim
DE,1082,primatas_nao_humanos,0,sim,sim,sim
DE,1082,animais_de_fazenda,11,sim,sim,sim
DE,1082,porcos,0,sim,sim,sim
DE,1082,coelhos,1010,sim,sim,sim
DE,1082,ovelhas,0,sim,sim,sim
FL,4238,outras_especies,1619,sim,sim,sim
FL,4238,gatos,349,sim,sim,sim
FL,4238,caes,469,sim,sim,sim
FL,4238,cavia_p,168,sim,sim,sim
FL,4238,hamsters,89,sim,sim,sim
FL,4238,primatas_nao_humanos,160,sim,sim,sim
FL,4238,animais_de_fazenda,5,sim,sim,sim
FL,4238,porcos,1110,sim,sim,sim
FL,4238,coelhos,149,sim,sim,sim
FL,4238,ovelhas,120,sim,sim,sim
GA,7046,outras_especies,1998,sim,sim,sim
GA,7046,gatos,233,sim,sim,sim
GA,7046,caes,169,sim,sim,sim
GA,7046,cavia_p,681,sim,sim,sim
GA,7046,hamsters,786,sim,sim,sim
GA,7046,primatas_nao_humanos,2051,sim,sim,sim
GA,7046,animais_de_fazenda,25,sim,sim,sim
GA,7046,porcos,656,sim,sim,sim
GA,7046,coelhos,377,sim,sim,sim
GA,7046,ovelhas,70,sim,sim,sim
HI,113,outras_especies,0,sim,sim,sim
HI,113,gatos,53,sim,sim,sim
HI,113,caes,49,sim,sim,sim
HI,113,cavia_p,0,sim,sim,sim
HI,113,hamsters,0,sim,sim,sim
HI,113,primatas_nao_humanos,0,sim,sim,sim
HI,113,animais_de_fazenda,0,sim,sim,sim
HI,113,porcos,11,sim,sim,sim
HI,113,coelhos,0,sim,sim,sim
HI,113,ovelhas,0,sim,sim,sim
IA,3019,outras_especies,149,sim,sim,sim
IA,3019,gatos,141,sim,sim,sim
IA,3019,caes,265,sim,sim,sim
IA,3019,cavia_p,204,sim,sim,sim
IA,3019,hamsters,287,sim,sim,sim
IA,3019,primatas_nao_humanos,0,sim,sim,sim
IA,3019,animais_de_fazenda,108,sim,sim,sim
IA,3019,porcos,820,sim,sim,sim
IA,3019,coelhos,978,sim,sim,sim
IA,3019,ovelhas,67,sim,sim,sim
ID,196,outras_especies,114,sim,sim,sim
ID,196,gatos,31,sim,sim,sim
ID,196,caes,40,sim,sim,sim
ID,196,cavia_p,5,sim,sim,sim
ID,196,hamsters,0,sim,sim,sim
ID,196,primatas_nao_humanos,0,sim,sim,sim
ID,196,animais_de_fazenda,5,sim,sim,sim
ID,196,porcos,0,sim,sim,sim
ID,196,coelhos,1,sim,sim,sim
ID,196,ovelhas,0,sim,sim,sim
IL,4974,outras_especies,304,sim,sim,sim
IL,4974,gatos,261,sim,sim,sim
IL,4974,caes,543,sim,sim,sim
IL,4974,cavia_p,329,sim,sim,sim
IL,4974,hamsters,1405,sim,sim,sim
IL,4974,primatas_nao_humanos,292,sim,sim,sim
IL,4974,animais_de_fazenda,88,sim,sim,sim
IL,4974,porcos,906,sim,sim,sim
IL,4974,coelhos,790,sim,sim,sim
IL,4974,ovelhas,56,sim,sim,sim
IN,2795,outras_especies,1426,sim,sim,sim
IN,2795,gatos,116,sim,sim,sim
IN,2795,caes,217,sim,sim,sim
IN,2795,cavia_p,94,sim,sim,sim
IN,2795,hamsters,82,sim,sim,sim
IN,2795,primatas_nao_humanos,30,sim,sim,sim
IN,2795,animais_de_fazenda,56,sim,sim,sim
IN,2795,porcos,496,sim,sim,sim
IN,2795,coelhos,88,sim,sim,sim
IN,2795,ovelhas,190,sim,sim,sim
KS,1582,outras_especies,185,sim,sim,sim
KS,1582,gatos,44,sim,sim,sim
KS,1582,caes,129,sim,sim,sim
KS,1582,cavia_p,943,sim,sim,sim
KS,1582,hamsters,20,sim,sim,sim
KS,1582,primatas_nao_humanos,64,sim,sim,sim
KS,1582,animais_de_fazenda,32,sim,sim,sim
KS,1582,porcos,126,sim,sim,sim
KS,1582,coelhos,39,sim,sim,sim
KS,1582,ovelhas,0,sim,sim,sim
KY,1258,outras_especies,239,sim,sim,sim
KY,1258,gatos,165,sim,sim,sim
KY,1258,caes,263,sim,sim,sim
KY,1258,cavia_p,51,sim,sim,sim
KY,1258,hamsters,0,sim,sim,sim
KY,1258,primatas_nao_humanos,97,sim,sim,sim
KY,1258,animais_de_fazenda,49,sim,sim,sim
KY,1258,porcos,146,sim,sim,sim
KY,1258,coelhos,197,sim,sim,sim
KY,1258,ovelhas,51,sim,sim,sim
LA,2160,outras_especies,129,sim,sim,sim
LA,2160,gatos,72,sim,sim,sim
LA,2160,caes,433,sim,sim,sim
LA,2160,cavia_p,39,sim,sim,sim
LA,2160,hamsters,0,sim,sim,sim
LA,2160,primatas_nao_humanos,1105,sim,sim,sim
LA,2160,animais_de_fazenda,199,sim,sim,sim
LA,2160,porcos,102,sim,sim,sim
LA,2160,coelhos,81,sim,sim,sim
LA,2160,ovelhas,0,sim,sim,sim
MA,17157,outras_especies,1549,sim,sim,sim
MA,17157,gatos,49,sim,sim,sim
MA,17157,caes,590,sim,sim,sim
MA,17157,cavia_p,5025,sim,sim,sim
MA,17157,hamsters,714,sim,sim,sim
MA,17157,primatas_nao_humanos,1688,sim,sim,sim
MA,17157,animais_de_fazenda,295,sim,sim,sim
MA,17157,porcos,2004,sim,sim,sim
MA,17157,coelhos,4960,sim,sim,sim
MA,17157,ovelhas,283,sim,sim,sim
MD,20123,outras_especies,5189,sim,sim,sim
MD,20123,gatos,29,sim,sim,sim
MD,20123,caes,216,sim,sim,sim
MD,20123,cavia_p,3981,sim,sim,sim
MD,20123,hamsters,2825,sim,sim,sim
MD,20123,primatas_nao_humanos,4189,sim,sim,sim
MD,20123,animais_de_fazenda,26,sim,sim,sim
MD,20123,porcos,1452,sim,sim,sim
MD,20123,coelhos,2182,sim,sim,sim
MD,20123,ovelhas,34,sim,sim,sim
ME,1,outras_especies,0,sim,sim,sim
ME,1,gatos,0,sim,sim,sim
ME,1,caes,0,sim,sim,sim
ME,1,cavia_p,0,sim,sim,sim
ME,1,hamsters,0,sim,sim,sim
ME,1,primatas_nao_humanos,0,sim,sim,sim
ME,1,animais_de_fazenda,1,sim,sim,sim
ME,1,porcos,0,sim,sim,sim
ME,1,coelhos,0,sim,sim,sim
ME,1,ovelhas,0,sim,sim,sim
MI,6951,outras_especies,302,sim,sim,sim
MI,6951,gatos,148,sim,sim,sim
MI,6951,caes,1376,sim,sim,sim
MI,6951,cavia_p,324,sim,sim,sim
MI,6951,hamsters,74,sim,sim,sim
MI,6951,primatas_nao_humanos,1876,sim,sim,sim
MI,6951,animais_de_fazenda,2,sim,sim,sim
MI,6951,porcos,1019,sim,sim,sim
MI,6951,coelhos,1633,sim,sim,sim
MI,6951,ovelhas,197,sim,sim,sim
MN,8039,outras_especies,266,sim,sim,sim
MN,8039,gatos,130,sim,sim,sim
MN,8039,caes,988,sim,sim,sim
MN,8039,cavia_p,381,sim,sim,sim
MN,8039,hamsters,408,sim,sim,sim
MN,8039,primatas_nao_humanos,107,sim,sim,sim
MN,8039,animais_de_fazenda,164,sim,sim,sim
MN,8039,porcos,3424,sim,sim,sim
MN,8039,coelhos,1446,sim,sim,sim
MN,8039,ovelhas,725,sim,sim,sim
MO,15398,outras_especies,419,sim,sim,sim
MO,15398,gatos,183,sim,sim,sim
MO,15398,caes,684,sim,sim,sim
MO,15398,cavia_p,7729,sim,sim,sim
MO,15398,hamsters,1503,sim,sim,sim
MO,15398,primatas_nao_humanos,138,sim,sim,sim
MO,15398,animais_de_fazenda,39,sim,sim,sim
MO,15398,porcos,1723,sim,sim,sim
MO,15398,coelhos,2871,sim,sim,sim
MO,15398,ovelhas,109,sim,sim,sim
MS,806,outras_especies,122,sim,sim,sim
MS,806,gatos,12,sim,sim,sim
MS,806,caes,47,sim,sim,sim
MS,806,cavia_p,41,sim,sim,sim
MS,806,hamsters,7,sim,sim,sim
MS,806,primatas_nao_humanos,113,sim,sim,sim
MS,806,animais_de_fazenda,51,sim,sim,sim
MS,806,porcos,302,sim,sim,sim
MS,806,coelhos,107,sim,sim,sim
MS,806,ovelhas,4,sim,sim,sim
MT,66,outras_especies,0,sim,sim,sim
MT,66,gatos,0,sim,sim,sim
MT,66,caes,0,sim,sim,sim
MT,66,cavia_p,0,sim,sim,sim
MT,66,hamsters,0,sim,sim,sim
MT,66,primatas_nao_humanos,17,sim,sim,sim
MT,66,animais_de_fazenda,49,sim,sim,sim
MT,66,porcos,0,sim,sim,sim
MT,66,coelhos,0,sim,sim,sim
MT,66,ovelhas,0,sim,sim,sim
NC,13807,outras_especies,1254,sim,sim,sim
NC,13807,gatos,753,sim,sim,sim
NC,13807,caes,1077,sim,sim,sim
NC,13807,cavia_p,346,sim,sim,sim
NC,13807,hamsters,626,sim,sim,sim
NC,13807,primatas_nao_humanos,1216,sim,sim,sim
NC,13807,animais_de_fazenda,5237,sim,sim,sim
NC,13807,porcos,1728,sim,sim,sim
NC,13807,coelhos,1384,sim,sim,sim
NC,13807,ovelhas,186,sim,sim,sim
ND,127,outras_especies,0,sim,sim,sim
ND,127,gatos,56,sim,sim,sim
ND,127,caes,34,sim,sim,sim
ND,127,cavia_p,0,sim,sim,sim
ND,127,hamsters,0,sim,sim,sim
ND,127,primatas_nao_humanos,0,sim,sim,sim
ND,127,animais_de_fazenda,19,sim,sim,sim
ND,127,porcos,18,sim,sim,sim
ND,127,coelhos,0,sim,sim,sim
